j,s,run_1,run_2,run_3,run_4,run_5,average
67,600,1.5749999999999997,1.4849999999999999,1.77,1.3350000000000002,1.6949999999999998,1.5719999999999998
67,800,1.4737500000000001,1.4849999999999999,1.40625,1.395,1.36125,1.42425
67,1000,1.386,1.494,1.6920000000000002,1.566,1.5749999999999997,1.5425999999999997
68,10,4.5,0.0,0.9000000000000001,1.8000000000000003,0.0,1.4400000000000002
68,200,1.3499999999999999,1.4849999999999999,2.205,1.5749999999999997,1.2600000000000002,1.575
68,400,1.6425,1.6425,1.6425,1.6875,1.4175,1.6065
68,600,1.8000000000000003,1.365,1.47,1.38,1.395,1.482
68,800,1.45125,1.72125,1.2825,1.62,1.5412500000000002,1.5232500000000002
68,1000,1.6380000000000001,1.584,1.566,1.404,1.854,1.6092
69,10,3.6000000000000005,1.8000000000000003,0.0,1.8000000000000003,0.9000000000000001,1.6200000000000003
69,200,1.53,1.8900000000000001,1.98,1.6649999999999998,1.3499999999999999,1.6830000000000003
69,400,1.4849999999999999,1.7100000000000002,1.4849999999999999,1.5075000000000003,1.7100000000000002,1.5795
69,600,1.4249999999999998,1.53,1.605,1.5150000000000001,1.6949999999999998,1.5540000000000003
69,800,1.5187500000000003,1.6312499999999999,1.42875,1.5862499999999997,1.49625,1.53225
69,1000,1.4849999999999999,1.6289999999999998,1.494,1.6109999999999998,1.62,1.5677999999999999
70,10,0.9000000000000001,2.6999999999999997,0.0,0.9000000000000001,0.9000000000000001,1.08
70,200,1.8000000000000003,1.53,1.7100000000000002,1.6649999999999998,1.845,1.7100000000000002
70,400,1.5749999999999997,1.62,1.6649999999999998,1.5975,1.8000000000000003,1.6515
70,600,1.5150000000000001,1.5749999999999997,1.4849999999999999,1.965,1.605,1.629
70,800,1.5975,1.5075000000000003,1.42875,1.49625,1.6649999999999998,1.5390000000000001
70,1000,1.548,1.6380000000000001,1.755,1.6920000000000002,1.6109999999999998,1.6488
71,10,0.0,0.9000000000000001,0.9000000000000001,1.8000000000000003,0.9000000000000001,0.9000000000000001
71,200,1.62,1.53,1.8000000000000003,2.25,1.6649999999999998,1.7730000000000001
71,400,1.5524999999999998,1.4849999999999999,1.395,1.3499999999999999,1.1925000000000001,1.3949999999999998
71,600,1.785,1.1400000000000001,1.6949999999999998,1.6649999999999998,1.53,1.563
71,800,1.53,1.6087500000000001,1.5524999999999998,1.45125,1.65375,1.55925
71,1000,1.494,1.6469999999999998,1.4849999999999999,1.422,1.548,1.5191999999999999
72,10,1.8000000000000003,2.6999999999999997,2.6999999999999997,1.8000000000000003,1.8000000000000003,2.16
72,200,1.6649999999999998,1.4849999999999999,1.6649999999999998,1.08,1.755,1.5299999999999998
72,400,1.5075000000000003,1.62,1.6425,1.44,1.5075000000000003,1.5435000000000003
72,600,1.4849999999999999,1.395,1.725,1.605,1.77,1.596
72,800,1.5975,1.5975,1.72125,1.5187500000000003,1.42875,1.57275
72,1000,1.548,1.4489999999999998,1.5390000000000001,1.53,1.602,1.5336
73,10,0.9000000000000001,2.6999999999999997,1.8000000000000003,2.6999999999999997,2.6999999999999997,2.1599999999999997
73,200,1.7100000000000002,1.53,1.53,1.7100000000000002,1.44,1.584
73,400,1.98,1.5524999999999998,1.2825,1.7100000000000002,1.5975,1.6244999999999998
73,600,1.4249999999999998,1.6649999999999998,1.545,1.6949999999999998,1.6649999999999998,1.599
73,800,1.7662499999999999,1.5975,1.62,1.56375,1.42875,1.5952499999999998
73,1000,1.512,1.5929999999999997,1.548,1.512,1.6649999999999998,1.5659999999999998
74,10,0.9000000000000001,1.8000000000000003,3.6000000000000005,0.0,0.9000000000000001,1.4400000000000002
74,200,1.3499999999999999,1.98,1.7100000000000002,1.53,1.53,1.6199999999999999
74,400,1.62,1.6425,1.5524999999999998,1.44,1.5975,1.5704999999999998
74,600,1.605,1.5150000000000001,1.62,1.545,1.5749999999999997,1.5719999999999998
74,800,1.44,1.38375,1.72125,1.65375,1.7325,1.5862500000000002
74,1000,1.7189999999999999,1.512,1.521,1.431,1.7009999999999998,1.5768
75,10,0.9000000000000001,0.0,2.6999999999999997,1.8000000000000003,0.0,1.08
75,200,1.53,1.5749999999999997,1.98,1.845,1.755,1.7369999999999997
75,400,1.6875,1.53,1.5075000000000003,1.53,1.5524999999999998,1.5615
75,600,1.5749999999999997,1.815,1.455,1.62,1.8000000000000003,1.653
75,800,1.44,1.38375,1.5862499999999997,1.395,1.5187500000000003,1.46475
75,1000,1.476,1.521,1.521,1.6649999999999998,1.566,1.5497999999999998
76,10,1.8000000000000003,0.9000000000000001,0.0,1.8000000000000003,0.9000000000000001,1.08
76,200,1.3049999999999997,1.125,1.215,1.5749999999999997,1.0350000000000001,1.251
76,400,1.3049999999999997,1.7775,1.6875,1.5749999999999997,1.4175,1.5524999999999998
76,600,1.3350000000000002,1.62,1.53,1.845,1.65,1.596
76,800,1.6087500000000001,1.5412500000000002,1.53,1.56375,1.845,1.6177500000000002
76,1000,1.512,1.6469999999999998,1.2689999999999997,1.494,1.5569999999999997,1.4957999999999996
77,10,1.8000000000000003,4.5,1.8000000000000003,1.8000000000000003,2.6999999999999997,2.5200000000000005
77,200,1.7100000000000002,1.08,1.395,1.3499999999999999,1.53,1.413
77,400,1.8225000000000002,1.6649999999999998,1.6875,1.8225000000000002,1.2825,1.6560000000000001
77,600,1.56,1.7399999999999998,1.56,1.47,1.53,1.5719999999999998
77,800,1.5412500000000002,1.5524999999999998,1.5862499999999997,1.7325,1.5412500000000002,1.5907499999999999
77,1000,1.566,1.602,1.7009999999999998,1.602,1.548,1.6038000000000001
78,10,3.6000000000000005,1.8000000000000003,0.9000000000000001,0.0,0.9000000000000001,1.4400000000000002
78,200,1.3499999999999999,1.7100000000000002,1.2600000000000002,1.8900000000000001,1.8000000000000003,1.6020000000000003
78,400,1.6425,1.215,1.5749999999999997,1.5749999999999997,1.9124999999999999,1.5839999999999996
78,600,1.605,1.605,1.605,1.56,1.7399999999999998,1.623
78,800,1.67625,1.56375,1.5412500000000002,1.4737500000000001,1.65375,1.58175
78,1000,1.476,1.476,1.548,1.44,1.7100000000000002,1.5299999999999998
79,10,1.8000000000000003,0.9000000000000001,0.9000000000000001,2.6999999999999997,1.8000000000000003,1.6200000000000003
79,200,1.395,1.44,1.62,1.755,1.6649999999999998,1.575
79,400,1.53,1.5524999999999998,1.755,1.8225000000000002,1.5524999999999998,1.6425
79,600,1.785,1.5,1.5150000000000001,1.6350000000000002,1.5150000000000001,1.5900000000000003
79,800,1.36125,1.7437500000000001,1.4625000000000001,1.81125,1.3725,1.5502500000000001
79,1000,1.458,1.548,1.62,1.548,1.62,1.5588000000000002
80,10,0.0,0.0,0.9000000000000001,0.9000000000000001,1.8000000000000003,0.7200000000000001
80,200,1.845,1.125,1.7100000000000002,1.935,1.08,1.5390000000000001
80,400,1.3725,1.62,1.7100000000000002,1.3275000000000001,1.4625000000000001,1.4985000000000004
80,600,1.545,1.9500000000000002,1.6800000000000002,1.7399999999999998,1.545,1.6920000000000002
80,800,1.3725,1.5412500000000002,1.5075000000000003,1.45125,1.45125,1.46475
80,1000,1.566,1.6289999999999998,1.4489999999999998,1.602,1.566,1.5624
81,10,0.9000000000000001,0.9000000000000001,0.0,0.9000000000000001,1.8000000000000003,0.9
81,200,1.5749999999999997,1.44,1.17,1.3499999999999999,1.44,1.395
81,400,1.5749999999999997,1.8000000000000003,1.44,1.8000000000000003,1.62,1.6469999999999998
81,600,1.8000000000000003,1.53,1.47,1.5749999999999997,1.59,1.593
81,800,1.45125,1.5524999999999998,1.5412500000000002,1.3499999999999999,1.5862499999999997,1.4962499999999999
81,1000,1.7009999999999998,1.548,1.6649999999999998,1.881,1.6649999999999998,1.6919999999999997
82,10,1.8000000000000003,1.8000000000000003,0.9000000000000001,0.0,3.6000000000000005,1.6200000000000003
82,200,1.215,1.44,1.62,1.44,1.395,1.422
82,400,1.395,1.7325,1.4625000000000001,1.4849999999999999,1.395,1.4939999999999998
82,600,1.395,1.365,1.815,1.77,1.395,1.5479999999999996
82,800,1.67625,1.49625,1.53,1.5975,1.5862499999999997,1.57725
82,1000,1.4849999999999999,1.602,1.6469999999999998,1.7100000000000002,1.386,1.566
83,10,0.9000000000000001,0.9000000000000001,1.8000000000000003,0.9000000000000001,0.9000000000000001,1.0800000000000003
83,200,1.395,1.6649999999999998,1.4849999999999999,1.62,1.44,1.5210000000000001
83,400,1.5524999999999998,1.53,1.4175,1.8225000000000002,1.08,1.4805
83,600,1.6350000000000002,1.755,1.5,1.23,1.5,1.5240000000000002
83,800,1.5524999999999998,1.5187500000000003,1.7662499999999999,1.6875,1.49625,1.60425
83,1000,1.521,1.44,1.6380000000000001,1.404,1.566,1.5138
84,10,5.3999999999999995,1.8000000000000003,0.9000000000000001,1.8000000000000003,2.6999999999999997,2.52
84,200,0.9000000000000001,1.5749999999999997,1.3049999999999997,1.6649999999999998,1.3499999999999999,1.3589999999999998
84,400,1.6649999999999998,1.125,1.5524999999999998,1.7100000000000002,1.5975,1.5299999999999998
84,600,1.785,1.545,1.53,1.815,1.4249999999999998,1.6200000000000003
84,800,1.2375,1.6425,1.6425,1.4175,1.6425,1.5165
84,1000,1.6109999999999998,1.6380000000000001,1.6920000000000002,1.44,1.431,1.5624
85,10,2.6999999999999997,0.9000000000000001,3.6000000000000005,3.6000000000000005,2.6999999999999997,2.7
85,200,1.755,1.44,1.8000000000000003,1.3499999999999999,1.8900000000000001,1.6469999999999998
85,400,1.7775,1.53,1.53,1.6875,1.44,1.593
85,600,1.4249999999999998,1.65,1.62,1.545,1.6350000000000002,1.575
85,800,1.5524999999999998,1.6875,1.3725,1.72125,1.5524999999999998,1.57725
85,1000,1.4849999999999999,1.467,1.404,1.5569999999999997,1.6289999999999998,1.5083999999999997
86,10,0.9000000000000001,1.8000000000000003,0.9000000000000001,1.8000000000000003,2.6999999999999997,1.6199999999999999
86,200,1.125,1.6649999999999998,1.4849999999999999,1.215,1.395,1.377
86,400,1.5749999999999997,1.4849999999999999,1.3499999999999999,1.6649999999999998,1.6425,1.5434999999999999
86,600,1.455,1.6649999999999998,1.455,1.53,1.5749999999999997,1.536
86,800,1.5412500000000002,1.6649999999999998,1.4625000000000001,1.5075000000000003,1.4175,1.51875
86,1000,1.3679999999999999,1.6380000000000001,1.5749999999999997,1.5929999999999997,1.53,1.5408
87,10,1.8000000000000003,1.8000000000000003,3.6000000000000005,0.9000000000000001,1.8000000000000003,1.9800000000000004
87,200,1.8900000000000001,1.53,1.0350000000000001,1.0350000000000001,1.44,1.386
87,400,1.5975,1.6649999999999998,1.7100000000000002,1.6425,1.7100000000000002,1.6650000000000003
87,600,1.455,1.5150000000000001,1.4849999999999999,1.4100000000000001,1.5749999999999997,1.488
87,800,1.6087500000000001,1.53,1.4175,1.395,1.7325,1.53675
87,1000,1.6289999999999998,1.476,1.7369999999999999,1.6920000000000002,1.7640000000000002,1.6596
88,10,0.9000000000000001,1.8000000000000003,0.9000000000000001,0.9000000000000001,0.0,0.9000000000000001
88,200,1.7100000000000002,1.2600000000000002,1.5749999999999997,1.8000000000000003,1.8000000000000003,1.6290000000000002
88,400,1.44,1.44,1.7100000000000002,1.8674999999999997,1.755,1.6424999999999996
88,600,1.7100000000000002,1.38,1.59,1.4100000000000001,1.4849999999999999,1.515
88,800,1.65375,1.3499999999999999,1.3725,1.3275000000000001,1.5075000000000003,1.4422500000000003
88,1000,1.6560000000000001,1.7100000000000002,1.6740000000000002,1.548,1.6649999999999998,1.6506
89,10,0.0,0.9000000000000001,0.9000000000000001,1.8000000000000003,2.6999999999999997,1.2600000000000002
89,200,1.755,1.4849999999999999,1.395,1.98,1.44,1.611
89,400,1.6425,1.3275000000000001,1.6425,1.6425,1.4625000000000001,1.5435000000000003
89,600,1.815,1.62,1.56,1.77,1.4100000000000001,1.6350000000000002
89,800,1.5075000000000003,1.49625,1.7437500000000001,1.38375,1.65375,1.557
89,1000,1.467,1.4129999999999998,1.395,1.53,1.935,1.548
90,10,0.9000000000000001,0.0,0.9000000000000001,2.6999999999999997,1.8000000000000003,1.2600000000000002
90,200,1.44,1.3049999999999997,1.5749999999999997,1.125,1.6649999999999998,1.422
90,400,1.6649999999999998,1.5749999999999997,1.5749999999999997,1.8000000000000003,1.7100000000000002,1.6650000000000003
90,600,1.1099999999999999,1.755,1.5749999999999997,1.275,1.59,1.4609999999999999
90,800,1.7100000000000002,1.4625000000000001,1.5862499999999997,1.44,1.36125,1.512
90,1000,1.6380000000000001,1.62,1.422,1.395,1.5929999999999997,1.5335999999999999
91,10,0.0,3.6000000000000005,0.0,1.8000000000000003,2.6999999999999997,1.6199999999999999
91,200,1.125,1.755,1.395,1.53,1.3049999999999997,1.4220000000000002
91,400,1.4849999999999999,1.4175,1.5749999999999997,1.5524999999999998,1.4625000000000001,1.4985
91,600,1.6800000000000002,1.605,1.545,1.7100000000000002,1.6800000000000002,1.6440000000000001
91,800,1.5187500000000003,1.5187500000000003,1.5075000000000003,1.5412500000000002,1.53,1.5232500000000004
91,1000,1.476,1.6560000000000001,1.395,1.62,1.602,1.5498
92,10,2.6999999999999997,0.9000000000000001,1.8000000000000003,1.8000000000000003,2.6999999999999997,1.98
92,200,1.3499999999999999,1.395,1.5749999999999997,1.3499999999999999,1.62,1.458
92,400,1.2825,1.7100000000000002,1.3499999999999999,1.7100000000000002,1.4849999999999999,1.5074999999999998
92,600,1.5749999999999997,1.605,1.5749999999999997,1.5150000000000001,1.7399999999999998,1.6019999999999999
92,800,1.4625000000000001,1.3499999999999999,1.65375,1.40625,1.5975,1.4940000000000002
92,1000,1.773,1.521,1.6469999999999998,1.7189999999999999,1.548,1.6415999999999997
93,10,0.0,0.9000000000000001,2.6999999999999997,0.9000000000000001,0.0,0.9
93,200,1.8900000000000001,1.3499999999999999,1.62,1.755,1.755,1.6740000000000002
93,400,1.8225000000000002,1.44,1.8900000000000001,1.5749999999999997,1.8225000000000002,1.7099999999999997
93,600,1.605,1.395,1.5150000000000001,1.62,1.32,1.491
93,800,1.4625000000000001,1.5975,1.5075000000000003,1.56375,1.3725,1.50075
93,1000,1.5569999999999997,1.4129999999999998,1.6920000000000002,1.5390000000000001,1.791,1.5984000000000003
94,10,2.6999999999999997,2.6999999999999997,1.8000000000000003,0.0,0.0,1.44
94,200,1.8000000000000003,1.3499999999999999,1.44,1.935,1.44,1.593
94,400,1.44,1.5524999999999998,1.215,1.8674999999999997,1.5975,1.5345
94,600,1.725,1.38,1.47,1.32,1.29,1.437
94,800,1.45125,1.5187500000000003,1.62,1.5862499999999997,1.6875,1.5727499999999999
94,1000,1.467,1.4489999999999998,1.431,1.458,1.4849999999999999,1.4579999999999997
95,10,0.0,1.8000000000000003,0.9000000000000001,1.8000000000000003,1.8000000000000003,1.2600000000000002
95,200,1.4849999999999999,1.7100000000000002,1.44,1.62,1.5749999999999997,1.566
95,400,1.3049999999999997,1.6875,1.3499999999999999,1.8225000000000002,1.125,1.4579999999999997
95,600,1.815,1.44,1.6949999999999998,1.77,1.6800000000000002,1.6799999999999997
95,800,1.31625,1.53,1.6425,1.36125,1.53,1.476
95,1000,1.4489999999999998,1.6109999999999998,1.431,1.53,1.602,1.5246
96,10,1.8000000000000003,1.8000000000000003,1.8000000000000003,1.8000000000000003,0.0,1.4400000000000002
96,200,1.3499999999999999,1.5749999999999997,1.4849999999999999,1.755,1.53,1.5390000000000001
96,400,1.44,1.755,1.755,1.755,1.4175,1.6244999999999998
96,600,1.6649999999999998,1.6949999999999998,1.23,1.3499999999999999,1.365,1.4609999999999999
96,800,1.5187500000000003,1.42875,1.2262500000000003,1.72125,1.4849999999999999,1.4759999999999998
96,1000,1.584,1.755,1.53,1.6560000000000001,1.6469999999999998,1.6344
97,10,0.0,0.9000000000000001,0.9000000000000001,1.8000000000000003,2.6999999999999997,1.2600000000000002
97,200,0.99,1.53,1.4849999999999999,1.62,1.3049999999999997,1.386
97,400,1.3049999999999997,1.4625000000000001,1.7775,1.2825,1.4625000000000001,1.458
97,600,1.4100000000000001,1.5150000000000001,1.5,1.56,1.605,1.5180000000000002
97,800,1.5075000000000003,1.4175,1.45125,1.7887500000000003,1.62,1.5570000000000002
97,1000,1.5030000000000001,1.44,1.4129999999999998,1.512,1.5030000000000001,1.4742000000000002
98,10,0.9000000000000001,0.9000000000000001,1.8000000000000003,2.6999999999999997,4.5,2.16
98,200,1.3499999999999999,1.4849999999999999,1.215,1.17,1.6649999999999998,1.377
98,400,1.44,1.3725,1.8000000000000003,1.8674999999999997,1.845,1.6650000000000003
98,600,1.3499999999999999,1.6949999999999998,1.59,1.6949999999999998,1.4849999999999999,1.563
98,800,1.53,1.72125,1.395,1.4625000000000001,1.4737500000000001,1.5165000000000002
98,1000,1.521,1.458,1.4849999999999999,1.5390000000000001,1.566,1.5138
99,10,1.8000000000000003,0.9000000000000001,0.0,1.8000000000000003,1.8000000000000003,1.2600000000000002
99,200,1.125,1.3049999999999997,1.7100000000000002,1.215,1.4849999999999999,1.3679999999999999
99,400,1.6875,1.44,1.6649999999999998,1.755,1.4175,1.593
99,600,1.5749999999999997,1.62,1.56,1.6350000000000002,1.545,1.5870000000000002
99,800,1.5187500000000003,1.5187500000000003,1.6649999999999998,1.49625,1.69875,1.5795000000000001
99,1000,1.5030000000000001,1.3679999999999999,1.5569999999999997,1.386,1.6289999999999998,1.4886
100,10,1.8000000000000003,1.8000000000000003,1.8000000000000003,0.0,1.8000000000000003,1.4400000000000002
100,200,1.6649999999999998,1.62,1.62,1.6649999999999998,1.53,1.6199999999999999
100,400,1.44,1.2375,1.4175,1.5524999999999998,1.6649999999999998,1.4625000000000001
100,600,1.7399999999999998,1.725,1.47,1.6350000000000002,1.4849999999999999,1.611
100,800,1.7437500000000001,1.2712499999999998,1.5524999999999998,1.5524999999999998,1.4849999999999999,1.5209999999999997
100,1000,1.53,1.458,1.548,1.62,1.53,1.5372
